ndiscreta	cneoformans	cparapsilosis	calbicans	afumigatus	spombe	moryzae	cglabrata	ntetrasperma	fgraminearum	anidulans	ncrassa	lkluyveri	skudriavzevii	sbayanus	sparadoxus	smikatae	scerevisiae	ncastellii
			CR05990CA				CAGL0I07183g					SAKL0G03586g	Skud_15.303	Sbay_8.191	Spar_15.329	Smik_15.319	NP_014783.4	XP_003677885.1
		CPAR2_105070	C103870CA				CAGL0J07502g					SAKL0E14366g	Skud_14.104	Sbay_14.109	Spar_14.108	Smik_14.100	NP_014165.1	XP_003677370.1
		CPAR2_104420	C206860WA				CAGL0G06226g					SAKL0B10142g	Skud_1.37	Sbay_1.42	Spar_1.45	Smik_1.42	NP_009378.1	XP_003677006.1
NEUDI_168974	CNAG_07426	CPAR2_501240	C406690CA	AFUB_058340	SPCC14G10.03c	MGG_04147	CAGL0M06171g	NEUTE1DRAFT_61842	FGRAMPH1_01G26409	AN4731	NCU05227	SAKL0H08910g	Skud_2.301	Sbay_4.426	Spar_2.334	Smik_2.314	NP_009732.1	XP_003674648.1
NEUDI_70622	CNAG_04741	CPAR2_400870	C402920WA	AFUB_014450	SPCC285.10c	MGG_09210	CAGL0F07799g	NEUTE1DRAFT_77126	FGRAMPH1_01G04485	AN0831	NCU03678	SAKL0E06424g	Skud_13.336	Sbay_13.352	Spar_13.363	Smik_13.376	NP_013894.1	XP_003676032.1
NEUDI_80429	CNAG_01707	CPAR2_802730	CR01720WA	AFUB_008460	SPCC16A11.04	MGG_00990	CAGL0J06556g	NEUTE1DRAFT_148856	FGRAMPH1_01G27475	AN1377	NCU03937	SAKL0D01914g	Skud_13.37	Sbay_13.40	Spar_13.37	Smik_13.30	NP_013603.1	XP_003674565.1
NEUDI_51011	CNAG_06792	CPAR2_602190	C602180WA	AFUB_093530	SPBC8D2.02c	MGG_03971	CAGL0E01639g	NEUTE1DRAFT_115703	FGRAMPH1_01G24517	AN6544	NCU04188	SAKL0C12892g	Skud_15.24	Sbay_15.31	Spar_15.41	Smik_15.24	NP_014512.1	XP_003675807.1
NEUDI_55593	CNAG_03017	CPAR2_400690	C402060CA	AFUB_043750	SPCC1620.09c	MGG_11130	CAGL0D05478g	NEUTE1DRAFT_79539	FGRAMPH1_01G14871	AN11832	NCU04363	SAKL0G13068g	Skud_7.516	Sbay_7.479	Spar_7.540	Smik_6.304	NP_011702.1	XP_003673624.1
NEUDI_76835	CNAG_00971	CPAR2_202380	CR03960CA	AFUB_022030	SPAC1D4.03c	MGG_05755	CAGL0F07051g	NEUTE1DRAFT_90515	FGRAMPH1_01G23919	AN2093	NCU09220	SAKL0A06820g	Skud_7.148	Sbay_7.144	Spar_7.154	Smik_7.148	NP_011391.2	XP_003676268.1
NEUDI_124931	CNAG_01543	CPAR2_403530	C403560WA	AFUB_058930	SPAC23H3.06	MGG_01846	CAGL0F08393g	NEUTE1DRAFT_59777	FGRAMPH1_01G17533	AN0165	NCU06569	SAKL0H01540g	Skud_7.594	Sbay_7.559	Spar_7.623	Smik_16.46	NP_011777.3	XP_003676825.1
NEUDI_98579	CNAG_05360	CPAR2_210170	C205090WA	AFUB_074860	SPBC4F6.07c	MGG_00560	CAGL0A03652g	NEUTE1DRAFT_87798	FGRAMPH1_01G17655	AN1750	NCU04041	SAKL0C10296g	Skud_2.270	Sbay_4.392	Spar_2.302	Smik_2.282	NP_009700.1	XP_003678242.1
	CNAG_01345	CPAR2_601250	C603730CA	AFUB_006950	SPAC24C9.10c	MGG_04331	CAGL0K02717g		FGRAMPH1_01G20003	AN4251	NCU12023	SAKL0E02244g	Skud_8.41	Sbay_8.49	Spar_8.52	Smik_8.45	NP_011859.1	XP_003674176.1
NEUDI_124245	CNAG_05409	CPAR2_300910	C700820WA	AFUB_040800	SPAC23D3.02	MGG_04389	CAGL0F00451g	NEUTE1DRAFT_73134	FGRAMPH1_01G02989	AN2969	NCU02687	SAKL0D12870g	Skud_10.292	Sbay_12.158	Spar_10.346	Smik_10.358	NP_012602.3	XP_003674168.1
NEUDI_58973	CNAG_05225	CPAR2_803480	C109880CA	AFUB_053160	SPBC24C6.11	MGG_06309	CAGL0J03630g	NEUTE1DRAFT_101000	FGRAMPH1_01G23531	AN8857	NCU00417	SAKL0A01518g	Skud_3.138	Sbay_3.102	Spar_3.165	Smik_3.165	NP_009990.1	XP_003676394.1
NEUDI_88684	CNAG_01729	CPAR2_213320	C200410CA	AFUB_093960	SPAPB1A10.06c	MGG_04040	CAGL0K03795g	NEUTE1DRAFT_76859	FGRAMPH1_01G19489	AN6585	NCU03808	SAKL0E04532g	Skud_13.288	Sbay_13.307	Spar_13.312	Smik_13.326	NP_013847.1	XP_003673356.1
NEUDI_105155	CNAG_03933	CPAR2_203260	CR06850CA	AFUB_008810	SPBC530.16	MGG_12114		NEUTE1DRAFT_102275	FGRAMPH1_01G17373	AN1352	NCU03465	SAKL0E07568g	Skud_14.304	Sbay_14.322	Spar_14.336	Smik_14.306	NP_878158.3	XP_003677615.1
NEUDI_80916	CNAG_02740	CPAR2_107260	C103800WA	AFUB_082690	SPAC3A12.04c	MGG_03733	CAGL0D03740g	NEUTE1DRAFT_90667	FGRAMPH1_01G03657	AN1486	NCU08368	SAKL0G09482g	Skud_8.119	Sbay_15.251	Spar_8.139	Smik_8.133	NP_011929.1	XP_003677816.1
			CR06060WA				CAGL0M07337g					SAKL0H10802g	Skud_16.227	Sbay_16.258	Spar_16.280	Smik_16.181	NP_015270.1	XP_003675584.1
							CAGL0H00825g					SAKL0A03036g	Skud_16.34	Sbay_16.62	Spar_16.79	Smik_6.449	NP_015079.1	XP_003677354.1
NEUDI_71499		CPAR2_804810	C109810WA	AFUB_013030	SPBC428.15	MGG_04106	CAGL0K00781g	NEUTE1DRAFT_57240	FGRAMPH1_01G06847	AN0692	NCU06659	SAKL0G14960g	Skud_7.546	Sbay_7.504	Spar_7.567	Smik_16.96	NP_011726.1	XP_003673675.1
NEUDI_169573		CPAR2_702640	C701430CA	AFUB_025380		MGG_06484	CAGL0F04521g	NEUTE1DRAFT_81066	FGRAMPH1_01G24459	AN6104	NCU06425	SAKL0F15048g	Skud_2.59	Sbay_2.74	Spar_2.80	Smik_2.71	NP_009510.1	XP_003674426.1
NEUDI_81628	CNAG_05602	CPAR2_101480	C504880CA	AFUB_074710	SPBC24C6.04	MGG_17513	CAGL0D03982g	NEUTE1DRAFT_72703	FGRAMPH1_01G02833	AN1733	NCU03076	SAKL0G10098g	Skud_8.95	Sbay_15.224	Spar_8.111	Smik_8.105	NP_011902.1	XP_003673090.1
NEUDI_123988	CNAG_02171	CPAR2_211440	C203540WA	AFUB_056540	SPBC16A3.11	MGG_02924	CAGL0F02959g	NEUTE1DRAFT_149518	FGRAMPH1_01G11167	AN4678	NCU01936	SAKL0G04752g	Skud_4.692	Sbay_2.594	Spar_4.771	Smik_4.689	NP_010707.3	XP_003674157.1
NEUDI_124364	CNAG_07579	CPAR2_406900	C208530CA	AFUB_069430	SPBC4F6.11c	MGG_05371	CAGL0H06963g	NEUTE1DRAFT_128971	FGRAMPH1_01G01533	AN3677	NCU07300	SAKL0D00352g	Skud_13.46	Sbay_13.52	Spar_13.46	Smik_13.39	NP_013613.1	XP_003675378.1
												SAKL0G04136g	Skud_15.316	Sbay_8.203	Spar_15.345	Smik_15.332	NP_014795.1	XP_003677898.1
NEUDI_89476	CNAG_00428	CPAR2_203080	CR06640CA	AFUB_008390	SPAC23C11.01	MGG_17690	CAGL0D04202g	NEUTE1DRAFT_76264	FGRAMPH1_01G07947	AN1382	NCU01279	SAKL0E07524g	Skud_9.83	Sbay_9.109	Spar_9.90	Smik_9.89	NP_012176.1	XP_003675077.1
NEUDI_135598		CPAR2_808840	C306990WA	AFUB_032160	SPBC2F12.15c	MGG_02437	CAGL0D02508g	NEUTE1DRAFT_76302	FGRAMPH1_01G19025	AN10934	NCU01267	SAKL0C13596g	Skud_14.15	Sbay_14.15	Spar_14.10	Smik_14.6	NP_014073.1	XP_003676560.1
NEUDI_73202		CPAR2_103470	C302970CA	AFUB_003090		MGG_01341	CAGL0G06116g	NEUTE1DRAFT_149414	FGRAMPH1_01G01861	AN0304	NCU02060	SAKL0E12012g	Skud_8.195	Sbay_15.331	Spar_8.226	Smik_8.215	NP_012002.1	XP_003675174.1
NEUDI_126506		CPAR2_701110	CR09660WA	AFUB_098580	SPAC22E12.18	MGG_05601	CAGL0M09757g	NEUTE1DRAFT_87426	FGRAMPH1_01G09181	AN7006	NCU05605	SAKL0A07920g	Skud_12.368	Sbay_10.382	Spar_12.406	Smik_12.364	NP_013389.1	XP_003676244.1
NEUDI_84567		CPAR2_106380	C102400CA	AFUB_067830	SPBC8D2.17	MGG_15865	CAGL0G07491g	NEUTE1DRAFT_130561	FGRAMPH1_01G15225	AN1969	NCU06762	SAKL0C04730g	Skud_10.34	Sbay_6.263	Spar_10.49	Smik_10.49	NP_012352.2	XP_003678308.1
NEUDI_124036	CNAG_01282	CPAR2_802380	CR03150WA	AFUB_100140	SPAC27D7.02c	MGG_10579	CAGL0E03454g	NEUTE1DRAFT_115098	FGRAMPH1_01G11327	AN2480	NCU01878	SAKL0H24200g	Skud_12.393	Sbay_10.405	Spar_12.435	Smik_12.393	NP_013412.1	XP_003673537.1
NEUDI_78394		CPAR2_200100	CR10690WA			MGG_05001		NEUTE1DRAFT_129815	FGRAMPH1_01G17975		NCU00319	SAKL0C09108g	Skud_14.59	Sbay_14.61	Spar_14.63	Smik_14.56	NP_014117.1	XP_003678272.1
NEUDI_162991		CPAR2_105450	C104710CA			MGG_03541	CAGL0C00715g	NEUTE1DRAFT_117838	FGRAMPH1_01G26083		NCU02370	SAKL0H12738g	Skud_12.284	Sbay_10.315	Spar_12.329	Smik_12.278	NP_013322.1	XP_003675626.1
NEUDI_84358		CPAR2_502440	C504990WA		SPAPB1E7.10	MGG_06677	CAGL0G06974g	NEUTE1DRAFT_45000	FGRAMPH1_01G20597		NCU01785	SAKL0G13926g	Skud_10.206	Sbay_12.66	Spar_10.256	Smik_10.258	NP_012523.2	XP_003676133.1
NEUDI_156780	CNAG_02240	CPAR2_603370	C600130CA	AFUB_040350	SPBC1685.14c	MGG_03859	CAGL0K04807g	NEUTE1DRAFT_131084	FGRAMPH1_01G19371	AN3005	NCU09711	SAKL0E13728g	Skud_14.124	Sbay_14.131	Spar_14.129	Smik_14.120	NP_014187.1	XP_003677392.1
							CAGL0E05698g					SAKL0A04268g	Skud_16.71	Sbay_16.98	Spar_16.115	Smik_6.413	NP_015116.1	XP_003673057.1
												SAKL0H16566g	Skud_4.385	Sbay_2.287	Spar_4.433	Smik_4.370	NP_010409.3	XP_003674829.1
NEUDI_126992	CNAG_00385	CPAR2_704030	C703390CA	AFUB_064510	SPCC63.12c	MGG_04551	CAGL0I04906g		FGRAMPH1_01G03059	AN4449	NCU03304	SAKL0F12210g	Skud_5.217	Sbay_5.213	Spar_5.262	Smik_5.237	NP_011020.3	XP_003674372.1
NEUDI_71412	CNAG_04990	CPAR2_808960	C307220CA		SPAC821.11	MGG_12996	CAGL0F00693g	NEUTE1DRAFT_115827	FGRAMPH1_01G07337	AN5799	NCU01412	SAKL0B10208g	Skud_15.491	Sbay_8.375	Spar_15.537	Smik_15.504	NP_014968.1	XP_003678053.1
NEUDI_167800	CNAG_03816	CPAR2_503510	C305560WA	AFUB_090190	SPBC4C3.10c	MGG_02086	CAGL0D03058g	NEUTE1DRAFT_66314	FGRAMPH1_01G18373	AN3756	NCU09290	SAKL0G12584g	Skud_10.222	Sbay_12.80	Spar_10.270	Smik_10.278	NP_012533.1	XP_003673099.1
NEUDI_90667	CNAG_03341	CPAR2_202500	CR03830CA	AFUB_035200	SPBC4.04c	MGG_08122	CAGL0J04444g	NEUTE1DRAFT_127159	FGRAMPH1_01G06289	AN2491	NCU04327	SAKL0H19470g	Skud_2.82	Sbay_2.98	Spar_2.98	Smik_2.93	NP_009530.1	XP_003675019.1
NEUDI_80216		CPAR2_807780	C307400WA	AFUB_074870	SPAC4F10.03c	MGG_00559	CAGL0H10252g	NEUTE1DRAFT_124703	FGRAMPH1_01G27427	AN1751	NCU04040	SAKL0D03014g	Skud_2.185	Sbay_4.301	Spar_2.217	Smik_2.195	NP_009617.3	XP_003678169.1
NEUDI_127495	CNAG_02782	CPAR2_701280	CR09310WA	AFUB_068080	SPBC1709.13c	MGG_06237	CAGL0E04070g	NEUTE1DRAFT_147775	FGRAMPH1_01G15247	AN5630	NCU09581	SAKL0H26158g	Skud_8.4	Sbay_8.13	Spar_8.14	Smik_8.2	NP_011824.1	XP_003675951.1
NEUDI_154362	CNAG_03391	CPAR2_211580	C203050WA	AFUB_058220	SPAC823.13c	MGG_08688	CAGL0M01518g	NEUTE1DRAFT_145016	FGRAMPH1_01G26575	AN2313	NCU06546	SAKL0G03806g	Skud_4.667	Sbay_2.570	Spar_4.749	Smik_4.667	NP_010681.1	XP_003674136.1
		CPAR2_212060	C202160WA				CAGL0F06457g					SAKL0B12144g	Skud_13.216	Sbay_13.233	Spar_13.230	Smik_13.239	NP_013776.1	XP_003673756.1
NEUDI_122656	CNAG_02973	CPAR2_400150	C402640CA	AFUB_052520	SPAPB17E12.07c	MGG_15480	CAGL0M11594g	NEUTE1DRAFT_76608	FGRAMPH1_01G19153	AN12203	NCU01115	SAKL0H16258g	Skud_12.173	Sbay_10.190	Spar_12.179	Smik_12.164	NP_013206.1	XP_003675699.1
NEUDI_112052	CNAG_01021	CPAR2_100200	C505320CA	AFUB_090040	SPAC25G10.05c	MGG_15527	CAGL0L00759g	NEUTE1DRAFT_72781	FGRAMPH1_01G03359	AN3748	NCU09320	SAKL0F08426g	Skud_5.168	Sbay_5.161	Spar_5.197	Smik_5.183	NP_010975.3	XP_003676742.1
NEUDI_164824	CNAG_05725	CPAR2_603140	C600870CA	AFUB_034740	SPBC56F2.12	MGG_15774	CAGL0B03047g	NEUTE1DRAFT_77239	FGRAMPH1_01G07331	AN2526	NCU03608	SAKL0B04708g	Skud_12.440	Sbay_10.456	Spar_12.493	Smik_12.443	NP_013459.1	XP_003678432.1
NEUDI_70320	CNAG_03284	CPAR2_204730	CR07030CA	AFUB_093710	SPAC823.04	MGG_06938	CAGL0M04719g	NEUTE1DRAFT_58139	FGRAMPH1_01G24727	AN6561	NCU03824	SAKL0H04862g	Skud_15.450	Sbay_8.335	Spar_15.492	Smik_15.467	NP_014930.1	XP_003674524.1
NEUDI_166489	CNAG_07435	CPAR2_208290	C107680WA	AFUB_030360	SPBC725.11c	MGG_00354	CAGL0H07843g	NEUTE1DRAFT_126747	FGRAMPH1_01G00931	AN7545	NCU03033	SAKL0F00990g	Skud_7.29	Sbay_7.23	Spar_7.30	Smik_7.23	NP_011277.1	XP_003676461.1
		CPAR2_803620	C109620CA				CAGL0G02695g					SAKL0E07898g	Skud_9.74	Sbay_9.100	Spar_9.81	Smik_9.80	NP_012168.3	XP_003675085.1
			C102900CA				CAGL0J04708g					SAKL0G16742g	Skud_12.510	Sbay_10.540	Spar_12.566	Smik_12.514	NP_013528.1	XP_003678498.1
							CAGL0H04719g					SAKL0G05192g	Skud_13.140	Sbay_13.150	Spar_13.142	Smik_13.140	NP_013702.1	XP_003677919.1
							CAGL0H05027g					SAKL0H03366g	Skud_12.466	Sbay_10.498	Spar_12.518	Smik_12.468	NP_013485.1	XP_003678454.1
							CAGL0H03421g					SAKL0A04620g	Skud_7.207	Sbay_7.195	Spar_7.215	Smik_7.208	NP_011440.1	XP_003676319.1
							CAGL0H04455g					SAKL0E06138g	Skud_13.325	Sbay_13.342	Spar_13.353	Smik_13.363	NP_013886.1	XP_003676039.1
							CAGL0H01683g					SAKL0C00990g	Skud_4.795	Sbay_2.701	Spar_4.892	Smik_4.801	NP_010808.3	XP_003672981.1
							CAGL0H00264g					SAKL0F15906g	Skud_12.553	Sbay_10.578	Spar_12.605	Smik_12.557	NP_013562.3	XP_003677678.1
							CAGL0H00594g					SAKL0A02552g	Skud_16.24	Sbay_16.51	Spar_16.68	Smik_6.459	NP_015068.1	XP_003677342.1
							CAGL0E04664g					SAKL0B06424g	Skud_4.308	Sbay_2.213	Spar_4.355	Smik_4.292	NP_010341.3	XP_003678151.1
							CAGL0E04818g					SAKL0H12848g	Skud_4.481	Sbay_2.387	Spar_4.533	Smik_4.466	NP_010505.3	XP_003674739.1
							CAGL0E04840g					SAKL0H12892g	Skud_4.480	Sbay_2.386	Spar_4.532	Smik_4.465	NP_010504.1	XP_003674740.1
							CAGL0E06248g					SAKL0G10824g	Skud_11.69	Sbay_11.67	Spar_11.94	Smik_11.76	NP_012763.1	XP_003677081.1
							CAGL0F00935g					SAKL0B09834g	Skud_15.113	Sbay_15.125	Spar_15.141	Smik_15.123	NP_014598.1	XP_003678063.1
							CAGL0F01001g					SAKL0B09768g	Skud_15.115	Sbay_15.127	Spar_15.143	Smik_15.125	NP_014600.1	XP_003678064.1
							CAGL0F01177g					SAKL0F04246g	Skud_15.120	Sbay_15.132	Spar_15.148	Smik_15.130	NP_014606.1	XP_003678081.1
							CAGL0F01903g					SAKL0B01760g	Skud_12.118	Sbay_10.136	Spar_12.128	Smik_12.114	NP_013153.1	XP_003675744.1
							CAGL0F02365g					SAKL0B03256g	Skud_6.84	Sbay_6.74	Spar_6.104	Smik_6.91	NP_116663.1	XP_003673801.1
NEUDI_101136			C304440CA	AFUB_037050			CAGL0I03168g	NEUTE1DRAFT_86747	FGRAMPH1_01G18961	AN5027	NCU05859	SAKL0D11220g	Skud_5.72	Sbay_5.46	Spar_5.59	Smik_5.81	NP_010891.1	XP_003677640.1
NEUDI_90387	CNAG_07580	CPAR2_302540	C503150WA	AFUB_029820	SPBC337.04	MGG_06760	CAGL0K11550g	NEUTE1DRAFT_75445	FGRAMPH1_01G04457	AN6347	NCU04143	SAKL0E03344g	Skud_11.113	Sbay_11.108	Spar_11.142	Smik_11.125	NP_012806.1	XP_003673389.1
NEUDI_127161	CNAG_06087	CPAR2_601010	C604120CA	AFUB_021210	SPCC1020.02	MGG_03693	CAGL0H03047g	NEUTE1DRAFT_91328	FGRAMPH1_01G01693	AN5221	NCU03103	SAKL0A05368g	Skud_7.189	Sbay_7.176	Spar_7.197	Smik_7.190	NP_011422.1	XP_003676303.1
NEUDI_35345	CNAG_01325	CPAR2_108480	C103980WA	AFUB_019370	SPCC1223.15c	MGG_09127	CAGL0F05467g	NEUTE1DRAFT_17061	FGRAMPH1_01G27103	AN4612	NCU08068	SAKL0H13420g	Skud_4.464	Sbay_2.368	Spar_4.514	Smik_4.448	NP_010487.3	XP_003674755.1
NEUDI_123912	CNAG_05630					MGG_02788	CAGL0K11363g	NEUTE1DRAFT_70700	FGRAMPH1_01G20221		NCU02026	SAKL0H12452g	Skud_4.490	Sbay_2.396	Spar_4.543	Smik_4.475	NP_010515.3	XP_003674728.1
NEUDI_126608	CNAG_00138	CPAR2_209250	C205470WA	AFUB_074810	SPCC4G3.04c	MGG_17743	CAGL0J06710g	NEUTE1DRAFT_87675	FGRAMPH1_01G27595	AN1743	NCU09862	SAKL0D01628g	Skud_13.31	Sbay_13.34	Spar_13.31	Smik_13.24	NP_013597.1	XP_003674572.1
NEUDI_80981	CNAG_03298	CPAR2_402770	C400330CA		SPBC106.05c	MGG_04772	CAGL0H07023g	NEUTE1DRAFT_105435	FGRAMPH1_01G01115	AN11303	NCU09143	SAKL0G08602g	Skud_4.590	Sbay_2.493	Spar_4.703	Smik_4.583	NP_010609.1	XP_003677130.1
NEUDI_160109	CNAG_02961	CPAR2_213170	C200610CA	AFUB_019360	SPAC23C4.11	MGG_02606	CAGL0H04191g	NEUTE1DRAFT_96308	FGRAMPH1_01G27111	AN11444	NCU08093	SAKL0G18150g	Skud_13.60	Sbay_13.69	Spar_13.61	Smik_13.56	NP_013629.1	XP_003673567.1
NEUDI_90522	CNAG_04191	CPAR2_802430	CR02250CA	AFUB_009070	SPAC15A10.13	MGG_07285	CAGL0I02860g	NEUTE1DRAFT_119493	FGRAMPH1_01G07519	AN1326	NCU04279	SAKL0E10648g	Skud_15.275	Sbay_8.165	Spar_15.317	Smik_15.290	NP_014755.1	XP_003675150.1
NEUDI_97559	CNAG_06472	CPAR2_105190	C104390CA	AFUB_063370	SPBC4F6.14	MGG_08840	CAGL0L12672g	NEUTE1DRAFT_122010	FGRAMPH1_01G06025	AN4330	NCU06217	SAKL0H11330g	Skud_16.238	Sbay_16.271	Spar_16.291	Smik_16.192	NP_015282.1	XP_003675594.1
NEUDI_95655	CNAG_05084	CPAR2_803650	C109660WA	AFUB_055920	SPBC887.04c	MGG_14014	CAGL0K00275g	NEUTE1DRAFT_125653	FGRAMPH1_01G11369	AN7704	NCU00880	SAKL0A10406g	Skud_11.7	Sbay_11.7	Spar_11.17	Smik_11.10	NP_012709.1	XP_003677668.1
NEUDI_88561	CNAG_07735	CPAR2_203250	CR06840WA	AFUB_008740	SPCC1827.01c	MGG_10652	CAGL0D04180g	NEUTE1DRAFT_76740	FGRAMPH1_01G07225	AN1354	NCU01022	SAKL0E07546g	Skud_9.82	Sbay_9.108	Spar_9.89	Smik_9.88	NP_012175.1	XP_003675078.1
NEUDI_87532	CNAG_06607	CPAR2_806170	C304300CA	AFUB_026510	SPAC3H5.06c	MGG_06397	CAGL0G06666g	NEUTE1DRAFT_146042	FGRAMPH1_01G17877	AN10755	NCU07870	SAKL0E10384g	Skud_14.228	Sbay_14.237	Spar_14.234	Smik_14.223	NP_014297.3	XP_003677501.1
NEUDI_100887	CNAG_00845	CPAR2_805740	C208180CA	AFUB_006980	SPBC947.07	MGG_00840	CAGL0L05170g	NEUTE1DRAFT_67014	FGRAMPH1_01G20085	AN5702	NCU06090	SAKL0G19008g	Skud_11.145	Sbay_11.142	Spar_11.176	Smik_11.157	NP_012841.1	XP_003675873.1
NEUDI_105820	CNAG_05566	CPAR2_600180	C603950CA	AFUB_015980	SPCC576.13	MGG_06385	CAGL0K07139g	NEUTE1DRAFT_146129	FGRAMPH1_01G24481	AN0966	NCU06491	SAKL0A06446g	Skud_2.363	Sbay_4.487	Spar_2.407	Smik_2.374	NP_009790.3	XP_003677792.1
		CPAR2_103020	C301070CA				CAGL0D02200g					SAKL0B11000g	Skud_15.517	Sbay_8.403	Spar_15.568	Smik_15.533	NP_014994.3	XP_003676654.1
		CPAR2_407720	C210660WA				CAGL0D00462g					SAKL0G16192g	Skud_11.41	Sbay_11.39	Spar_11.64	Smik_11.45	NP_012736.1	XP_003673214.1
		CPAR2_803980	C111920WA				CAGL0B01144g					SAKL0C01892g	Skud_12.247	Sbay_10.278	Spar_12.290	Smik_12.242	NP_013282.1	XP_003675318.1
		CPAR2_701440	CR09110CA				CAGL0B02519g					SAKL0D00726g	Skud_13.15	Sbay_13.18	Spar_13.16	Smik_13.9	NP_013581.1	XP_003674481.1
							CAGL0M05269g					SAKL0H09856g	Skud_2.320	Sbay_4.448	Spar_2.361	Smik_2.334	NP_009753.3	XP_003674674.1
							CAGL0M03685g					SAKL0C12342g	Skud_14.42	Sbay_14.44	Spar_14.40	Smik_14.36	NP_014104.1	XP_003673933.1
							CAGL0L12584g					SAKL0H11418g	Skud_16.242	Sbay_16.277	Spar_16.295	Smik_16.196	NP_015286.1	XP_003675598.1
NEUDI_105732		CPAR2_501830	C501050CA	AFUB_057040		MGG_06468	CAGL0L10824g	NEUTE1DRAFT_129431	FGRAMPH1_01G24425	AN11631	NCU06450	SAKL0A01958g	Skud_3.125	Sbay_3.85	Spar_3.152	Smik_3.150	NP_009975.1	XP_003676341.1
NEUDI_124861	CNAG_06558	CPAR2_213030	C200840WA	AFUB_054840	SPAC1296.06	MGG_01747	CAGL0H08580g	NEUTE1DRAFT_120894	FGRAMPH1_01G26801	AN10283	NCU09727	SAKL0B07040g	Skud_16.335	Sbay_16.377	Spar_16.396	Smik_16.291	NP_015373.1	XP_003678140.1
NEUDI_103781		CPAR2_703100	C702650WA		SPBC609.02	MGG_08005	CAGL0L04180g	NEUTE1DRAFT_61384	FGRAMPH1_01G16797	AN10780	NCU06969	SAKL0E11198g	Skud_14.204	Sbay_14.211	Spar_14.211	Smik_14.200	NP_014271.3	XP_003677478.1
NEUDI_129397		CPAR2_105620	C104840CA	AFUB_006100	SPBC530.09c	MGG_09271	CAGL0D01232g	NEUTE1DRAFT_146815	FGRAMPH1_01G22693	AN4095	NCU08761	SAKL0B08272g	Skud_16.367	Sbay_16.408	Spar_16.435	Smik_16.322	NP_015404.1	XP_003678114.1
NEUDI_154104		CPAR2_102030	C301400WA	AFUB_012500	SPBC11G11.02c	MGG_06180	CAGL0J05544g	NEUTE1DRAFT_60401	FGRAMPH1_01G26433	AN1023	NCU06347	SAKL0E09592g	Skud_14.246	Sbay_14.255	Spar_14.255	Smik_14.242	NP_014315.1	XP_003675121.1
NEUDI_84912		CPAR2_503240	C301690WA	AFUB_012460		MGG_06053	CAGL0J09196g	NEUTE1DRAFT_80577	FGRAMPH1_01G26661	AN1021	NCU05203	SAKL0F10076g	Skud_4.121	Sbay_4.111	Spar_4.145	Smik_4.103	NP_010149.1	XP_003674320.1
												SAKL0E10406g	Skud_15.269	Sbay_8.158	Spar_15.311	Smik_15.284	NP_014749.1	XP_003675142.1
NEUDI_94483		CPAR2_803330	C110920WA	AFUB_038770	SPBC21H7.05	MGG_05071	CAGL0A02695g	NEUTE1DRAFT_144920	FGRAMPH1_01G14339	AN4949	NCU04986	SAKL0G02200g	Skud_4.630	Sbay_2.533	Spar_4.601	Smik_4.627	NP_010649.1	XP_003677166.1
NEUDI_127850		CPAR2_805460	C701830WA	AFUB_039250	SPAC688.02c	MGG_00906	CAGL0E06182g	NEUTE1DRAFT_124067	FGRAMPH1_01G20449	AN4996	NCU02262	SAKL0A03410g	Skud_16.45	Sbay_16.73	Spar_16.90	Smik_6.438	NP_015091.1	XP_003677364.1
NEUDI_68167		CPAR2_703980	C702870CA	AFUB_008800	SPCC1494.02c	MGG_03956	CAGL0H06897g	NEUTE1DRAFT_84688	FGRAMPH1_01G17375	AN1353	NCU03464	SAKL0D00286g	Skud_13.44	Sbay_13.50	Spar_13.44	Smik_13.37	NP_013611.1	XP_003674474.1
NEUDI_124588	CNAG_02454	CPAR2_202230	CR04110WA	AFUB_013370	SPBC30D10.15	MGG_10116	CAGL0L04114g	NEUTE1DRAFT_79341	FGRAMPH1_01G17451	AN0728	NCU04455	SAKL0E11088g	Skud_14.208	Sbay_14.216	Spar_14.215	Smik_14.204	NP_014275.3	XP_003677483.1
NEUDI_90091	CNAG_00354	CPAR2_500210	C405150WA	AFUB_061240	SPBC354.14c	MGG_04004	CAGL0M03355g	NEUTE1DRAFT_97680	FGRAMPH1_01G28157	AN12408	NCU01470	SAKL0D10736g	Skud_5.83	Sbay_5.59	Spar_5.73	Smik_5.95	NP_010903.3	XP_003677564.1
NEUDI_139203		CPAR2_108050	C105070CA	AFUB_093020	SPAC13G6.03	MGG_08839	CAGL0J05236g	NEUTE1DRAFT_122008	FGRAMPH1_01G06021	AN6496	NCU06215	SAKL0D06974g	Skud_10.159	Sbay_6.138	Spar_10.182	Smik_10.178	NP_012473.1	XP_003673861.1
NEUDI_83817	CNAG_02564	CPAR2_807210	C305800WA	AFUB_076590	SPCC613.09	MGG_12745	CAGL0H05555g	NEUTE1DRAFT_31253	FGRAMPH1_01G03635	AN10304	NCU08510	SAKL0H09636g	Skud_16.200	Sbay_16.229	Spar_16.245	Smik_16.154	NP_015242.1	XP_003674667.1
NEUDI_97031	CNAG_03989	CPAR2_404410	C304610WA	AFUB_003300	SPBC776.06c	MGG_05318		NEUTE1DRAFT_146378	FGRAMPH1_01G22903	AN0268	NCU00172	SAKL0G03058g	Skud_15.291	Sbay_8.181	Spar_4.731	Smik_15.307	NP_014772.1	XP_003677873.1
